1,74,41,1,192,52,968,1933,0
2,44,16,1,167,20,971,1476,0
3,78,9,1,1113,39,806,1845,0
4,74,17,1,447,34,574,410,0
5,57,17,1,779,21,322,1459,0
6,77,15,2,538,2,170,874,0
7,37,3,2,1047,13,622,587,0
8,45,43,3,141,21,955,807,0
9,18,27,3,426,52,44,522,0
10,79,26,4,735,45,212,1145,0
11,61,19,4,773,8,44,1552,0
12,93,12,4,1077,41,613,1201,0
13,10,45,5,994,16,138,913,0
14,26,34,6,296,50,973,724,0
15,72,45,6,1157,57,57,494,0
16,32,39,7,545,14,435,417,0
17,20,20,7,29,22,491,1560,0
18,42,19,7,1190,45,523,1057,10
19,33,14,7,495,37,577,1986,0
20,98,23,7,592,1,991,244,0
21,86,13,8,1036,37,880,431,10
22,3,4,9,305,53,461,362,0
23,32,35,9,475,57,34,1434,0
24,91,10,9,410,26,159,990,0
25,77,31,10,521,64,206,1336,0
26,29,22,10,408,29,283,680,0
27,79,33,10,822,14,18,1035,0
28,22,27,10,412,6,703,1839,0
29,65,38,11,73,10,325,592,0
30,45,44,11,675,31,461,463,0
31,60,24,12,1038,16,821,1961,0
32,68,33,13,467,6,30,1465,0
33,20,26,13,1117,9,129,858,0
34,83,25,13,1027,29,10,1842,0
35,66,3,13,282,57,662,896,0
36,20,11,14,364,7,345,1511,0
37,19,32,14,801,58,647,24,0
38,42,30,14,686,2,156,1536,0
39,98,42,15,15,7,860,717,0
40,53,12,15,428,18,745,962,0
41,67,13,15,899,34,708,1089,0
42,27,45,16,595,23,826,1873,0
43,50,48,17,1112,41,682,1273,0
44,95,12,17,82,52,552,1661,0
45,46,11,18,864,33,241,647,0
46,19,5,18,389,43,43,818,0
47,62,9,18,761,50,134,1043,0
48,22,24,19,951,37,26,1632,0
49,25,18,20,986,5,545,1248,0
50,1,34,20,1077,62,774,1104,0
51,2,31,20,699,26,320,641,0
52,10,5,21,943,17,87,16,0
53,10,27,21,833,32,870,29,0
54,95,44,21,93,57,85,123,10
55,100,34,21,745,4,560,300,0
56,52,50,22,653,31,278,442,0
57,10,23,22,829,54,222,1469,0
58,61,29,23,277,7,86,1234,0
59,58,25,24,412,29,356,1950,0
60,19,12,24,1103,39,714,1542,0
61,86,48,25,625,48,788,1011,0
62,62,16,25,986,41,358,904,0
63,41,23,25,813,18,513,235,0
64,20,17,26,1126,25,899,1173,0
65,31,9,26,303,31,927,1470,0
66,93,7,27,391,63,395,254,0
67,32,20,28,247,58,529,1656,0
68,1,40,28,134,27,116,1227,0
69,54,13,29,784,61,779,128,0
70,18,18,29,518,27,849,734,0
71,73,28,30,214,64,846,1604,0
72,23,50,30,446,56,927,1052,0
73,38,18,30,870,25,363,174,0
74,33,50,30,111,45,696,1606,0
75,21,8,30,571,2,766,1375,0
76,12,36,31,616,25,401,1447,0
77,39,11,31,715,36,332,522,0
78,16,29,31,573,1,425,1326,0
79,19,10,32,469,37,112,75,0
80,96,45,32,501,23,895,1213,0
81,22,21,32,934,52,420,608,0
82,15,18,32,1056,8,438,1481,0
83,57,34,32,1036,36,167,799,0
84,12,34,32,1041,25,75,491,0
85,31,18,32,782,27,861,999,10
86,9,39,34,603,34,917,486,0
87,31,37,36,1120,10,67,784,0
88,46,44,36,158,2,452,63,0
89,93,33,37,839,27,808,1268,0
90,19,25,37,1101,18,983,1718,10
91,70,7,38,937,61,987,1410,0
92,22,29,38,117,12,101,13,0
93,91,32,38,1168,32,210,1361,0
94,61,8,39,69,29,739,92,0
95,93,10,39,1021,13,910,1428,0
96,68,8,39,895,54,123,1169,0
97,83,11,40,560,41,1,32,10
98,22,50,41,81,59,54,780,0
99,74,41,41,215,33,465,735,0
100,85,7,42,829,50,137,161,0
101,37,42,42,532,13,539,320,0
102,3,1,42,126,62,283,656,0
103,54,50,42,448,33,312,767,0
104,79,3,42,620,41,726,904,0
105,25,49,44,461,34,833,1989,0
106,70,33,44,746,12,922,704,10
107,94,11,44,761,39,863,424,0
108,16,17,44,776,54,824,1932,0
109,82,43,45,55,50,423,1803,0
110,41,12,45,1171,7,147,71,0
111,24,17,45,809,57,346,357,0
112,27,18,45,1100,50,573,944,0
113,76,30,45,863,20,995,66,0
114,75,14,45,581,53,914,553,0
115,43,38,46,678,56,576,510,0
116,93,5,46,1135,3,159,537,0
117,30,36,47,141,60,549,159,0
118,68,8,48,480,11,455,33,0
119,100,19,49,950,15,819,1908,0
120,8,25,49,1024,20,115,282,0
121,49,4,49,310,7,850,1225,0
122,94,2,49,1136,35,80,1582,0
123,76,10,49,890,3,203,1742,0
124,14,17,50,1132,61,896,1229,0
125,68,11,51,795,23,523,1511,0
126,95,7,51,560,43,936,728,0
127,100,37,51,654,29,263,256,0
128,92,24,51,600,25,793,496,0
129,37,30,51,485,36,498,253,0
130,21,37,52,889,26,747,1030,0
131,54,33,53,181,19,59,313,0
132,34,30,53,567,44,950,927,0
133,50,33,53,401,54,963,915,0
134,77,35,53,923,22,758,887,0
135,23,31,53,596,12,422,626,0
136,24,24,53,461,21,242,1447,0
137,90,20,54,287,8,884,932,0
138,31,34,54,462,22,401,1332,0
139,13,42,54,527,62,515,1163,0
140,100,15,55,189,12,305,1700,0
141,95,43,55,249,59,973,1002,0
142,43,22,56,454,63,874,1709,0
143,57,21,56,549,38,494,1219,0
144,8,18,56,466,24,457,1100,0
145,33,30,57,349,46,303,851,0
146,95,11,58,1080,49,320,875,0
147,84,35,58,455,44,569,676,0
148,48,21,58,721,35,284,92,0
149,99,3,59,245,7,867,242,0
150,81,5,59,232,48,434,764,0
151,29,9,59,1018,58,869,1532,0
152,46,11,60,486,34,816,401,0
153,19,20,60,1161,5,733,1212,0
154,41,33,60,896,40,171,13,0
155,46,14,62,396,36,760,47,0
156,47,46,62,1164,43,777,1745,0
157,85,7,63,435,50,662,944,0
158,17,19,63,271,38,556,67,0
159,11,16,63,179,19,719,611,10
160,7,49,64,408,38,505,715,0
161,86,7,65,575,10,134,280,0
162,63,42,65,236,25,132,1707,0
163,33,21,65,1103,8,469,1500,0
164,64,21,65,373,46,840,1302,0
165,70,27,65,12,39,24,177,0
166,58,4,66,997,3,424,314,0
167,70,4,66,595,43,555,740,0
168,18,40,66,501,5,81,1841,0
169,41,37,67,162,35,711,862,0
170,7,4,67,824,45,156,448,0
171,88,15,67,606,8,632,306,0
172,32,28,68,260,45,670,1170,0
173,56,32,68,192,11,188,123,0
174,83,1,68,591,15,768,1395,0
175,29,6,68,665,15,420,68,0
176,83,30,69,648,55,729,914,0
177,8,41,69,397,2,700,1797,0
178,35,1,70,911,13,713,639,0
179,91,43,70,744,14,511,1294,0
180,28,30,71,973,64,425,382,0
181,56,22,71,1155,33,313,1563,0
182,86,31,71,594,16,12,1166,0
183,92,12,71,217,47,76,1897,0
184,80,41,71,1047,42,721,170,0
185,46,6,72,381,56,79,822,0
186,32,6,72,360,26,132,421,0
187,63,27,72,397,3,14,804,0
188,44,4,72,473,49,677,643,0
189,33,28,72,371,60,73,488,0
190,41,49,73,732,62,811,772,0
191,42,32,73,855,52,442,1979,0
192,100,25,73,770,33,796,101,0
193,35,40,73,748,4,177,241,0
194,47,39,74,514,32,330,1163,10
195,75,41,74,312,18,633,1987,0
196,76,34,74,871,10,132,702,0
197,87,48,74,530,20,928,1568,0
198,4,23,75,1155,64,887,1387,0
199,18,30,75,742,53,253,48,0
200,73,44,75,303,30,183,1806,0
201,45,30,76,484,40,67,920,0
202,19,36,76,918,21,538,528,0
203,42,39,76,509,10,967,1315,0
204,56,43,76,810,20,532,1931,0
205,13,19,77,1144,36,300,1791,0
206,80,7,77,515,25,497,1000,0
207,9,7,78,18,44,324,419,0
208,45,32,78,43,34,30,1565,0
209,32,37,78,78,50,754,1461,0
210,64,39,79,994,29,857,1258,0
211,92,30,80,998,27,706,1646,0
212,16,15,80,387,21,371,833,0
213,59,31,80,1133,48,197,55,0
214,18,12,80,1025,6,944,229,0
215,72,15,81,393,9,667,900,0
216,46,1,82,158,55,730,496,0
217,40,32,82,448,26,325,98,0
218,7,1,82,560,32,839,1869,0
219,17,13,82,606,57,992,811,10
220,90,40,82,1186,4,63,1933,0
221,97,11,83,756,25,548,792,0
222,21,17,83,364,58,498,1441,0
223,73,37,83,598,7,627,1718,0
224,83,3,83,2,37,71,897,0
225,34,8,84,481,62,823,1910,0
226,16,32,84,769,4,26,1944,0
227,38,26,84,696,63,299,1686,0
228,5,7,86,812,35,166,805,10
229,5,38,86,756,32,633,53,0
230,78,24,87,560,61,260,20,0
231,35,41,87,757,30,545,1472,0
232,48,5,88,258,40,3,1549,0
233,77,17,88,1015,47,771,296,0
234,37,1,88,168,45,834,820,10
235,51,4,89,466,47,92,1390,0
236,80,31,89,684,64,127,1827,0
237,12,13,89,32,42,805,1683,0
238,47,40,89,1160,48,769,1617,0
239,17,26,90,29,48,619,1050,10
240,32,36,90,918,39,565,1349,0
241,67,17,90,315,21,626,1026,0
242,10,29,90,277,39,931,217,0
243,4,35,91,819,2,192,1671,0
244,89,4,91,1001,59,571,941,0
245,5,48,91,784,10,445,251,0
246,49,14,92,984,61,157,1503,0
247,46,7,92,380,3,617,1357,0
248,60,15,93,426,24,25,1978,0
249,94,12,94,315,48,957,1970,0
250,80,10,94,241,62,952,1841,0
251,13,21,94,685,44,252,1074,0
252,25,48,95,552,16,599,1945,0
253,79,40,95,517,34,535,698,0
254,16,24,96,319,14,635,1914,0
255,37,49,96,1067,39,694,830,0
256,39,45,97,880,3,349,1954,0
257,54,42,97,319,19,231,258,0
